Train_ID,Source,Destination,Date,Hour,Passenger_Count,Seat_Capacity,Number_of_Coaches,Platform,Delay_Minutes,Weekend,Holiday
T5389,Ahmedabad,Nagpur,2025-03-01,7,367,500,10,4,27,1,1
T2173,Ahmedabad,Bangalore,2025-03-01,19,489,700,14,1,4,0,0
T9181,Kolkata,Nagpur,2025-03-01,8,287,600,12,11,21,0,1
T2699,Visakhapatnam,Pune,2025-03-01,22,479,800,16,11,20,0,1
T6180,Surat,Lucknow,2025-03-01,6,596,500,10,7,5,0,1
T8407,Indore,Lucknow,2025-03-01,17,372,700,14,3,26,0,0
T3443,Pune,Tirupati,2025-03-01,12,816,500,10,7,2,0,0
T9449,Delhi,Tirupati,2025-03-01,21,859,500,10,6,6,1,0
T9861,Jaipur,Kolkata,2025-03-01,14,474,800,16,12,19,1,0
T1879,Pune,Surat,2025-03-01,3,326,500,10,3,15,0,0
T3050,Ahmedabad,Tirupati,2025-03-01,22,514,600,12,1,5,1,0
T7612,Hyderabad,Kolkata,2025-03-01,21,528,600,12,1,24,1,1
T5203,Mumbai,Visakhapatnam,2025-03-01,0,396,800,16,10,29,1,0
T5024,Surat,Delhi,2025-03-01,21,821,500,10,7,10,0,0
T4540,Hyderabad,Visakhapatnam,2025-03-01,16,593,700,14,12,27,1,0
T9880,Tirupati,Delhi,2025-03-01,3,427,700,14,3,8,1,0
T8360,Coimbatore,Vijayawada,2025-03-01,19,855,500,10,6,26,0,0
T1001,Chennai,Pune,2025-03-01,16,294,800,16,8,8,1,0
T6596,Ahmedabad,Bhopal,2025-03-01,0,266,500,10,12,26,1,0
T2812,Visakhapatnam,Chennai,2025-03-01,21,864,500,10,5,7,1,1
T4449,Pune,Agra,2025-03-01,13,761,600,12,9,15,1,1
T5213,Bhopal,Lucknow,2025-03-01,5,682,700,14,2,12,0,1
T1874,Indore,Nagpur,2025-03-01,4,854,700,14,10,17,0,0
T6783,Chennai,Patna,2025-03-01,2,200,700,14,1,1,1,0
T5520,Nagpur,Hyderabad,2025-03-01,18,471,600,12,6,20,0,1
T7273,Hyderabad,Chennai,2025-03-01,6,307,500,10,3,5,0,0
T4668,Pune,Tirupati,2025-03-01,21,388,500,10,1,24,1,0
T2363,Hyderabad,Jaipur,2025-03-01,8,759,700,14,8,3,1,1
T2868,Surat,Nagpur,2025-03-01,15,895,500,10,8,14,0,1
T4628,Kolkata,Patna,2025-03-01,18,256,500,10,7,0,0,0
T5166,Visakhapatnam,Pune,2025-03-01,16,455,700,14,6,17,1,1
T6924,Bhopal,Vijayawada,2025-03-01,1,520,500,10,8,13,1,0
T9711,Patna,Bangalore,2025-03-01,19,242,600,12,2,6,1,0
T3353,Bangalore,Mumbai,2025-03-01,22,324,800,16,3,1,1,1
T3407,Bhopal,Agra,2025-03-01,21,671,800,16,10,18,0,1
T6751,Tirupati,Indore,2025-03-01,19,478,600,12,6,16,1,1
T8996,Delhi,Jaipur,2025-03-01,18,367,700,14,3,1,1,1
T8833,Delhi,Kolkata,2025-03-01,18,764,500,10,1,5,0,0
T7253,Pune,Tirupati,2025-03-01,22,271,600,12,2,20,1,1
T8790,Coimbatore,Jaipur,2025-03-01,17,696,700,14,10,16,0,1
T3303,Visakhapatnam,Indore,2025-03-01,19,829,600,12,2,14,1,0
T8037,Patna,Bangalore,2025-03-01,4,779,500,10,2,30,0,0
T4054,Bhopal,Patna,2025-03-01,20,510,800,16,8,4,0,1
T3387,Tirupati,Surat,2025-03-01,11,405,600,12,9,29,1,0
T7867,Ahmedabad,Tirupati,2025-03-01,12,554,700,14,5,5,1,0
T2180,Jaipur,Kolkata,2025-03-01,14,474,600,12,12,24,0,1
T7110,Hyderabad,Visakhapatnam,2025-03-01,2,389,600,12,9,0,0,1
T6215,Agra,Patna,2025-03-01,2,787,800,16,6,24,0,1
T9605,Visakhapatnam,Kolkata,2025-03-01,0,332,800,16,6,7,1,0
T3822,Hyderabad,Kolkata,2025-03-01,6,795,500,10,11,30,1,0
T7660,Visakhapatnam,Pune,2025-03-01,13,262,800,16,11,0,0,0
T8137,Patna,Bhopal,2025-03-01,5,231,700,14,6,7,1,0
T7333,Patna,Vijayawada,2025-03-01,10,707,500,10,7,0,0,0
T9937,Indore,Bangalore,2025-03-01,19,602,600,12,3,28,1,0
T4359,Agra,Tirupati,2025-03-01,21,683,800,16,10,9,1,0
T4148,Vijayawada,Hyderabad,2025-03-01,13,231,600,12,9,14,0,0
T4246,Bhopal,Coimbatore,2025-03-01,22,266,600,12,3,28,1,0
T2942,Bangalore,Pune,2025-03-01,2,370,700,14,6,22,0,1
T5932,Tirupati,Bangalore,2025-03-01,18,668,700,14,12,0,1,0
T9016,Nagpur,Jaipur,2025-03-01,2,327,500,10,4,13,0,0
T8134,Patna,Bhopal,2025-03-01,7,291,700,14,1,14,0,1
T9018,Patna,Indore,2025-03-01,6,897,700,14,3,20,1,1
T7444,Tirupati,Lucknow,2025-03-01,6,291,700,14,12,29,0,1
T6535,Lucknow,Chennai,2025-03-01,2,314,600,12,9,14,0,0
T4085,Bangalore,Ahmedabad,2025-03-01,4,889,800,16,10,22,0,0
T8212,Hyderabad,Ahmedabad,2025-03-01,12,877,800,16,8,24,0,1
T2391,Bhopal,Vijayawada,2025-03-01,18,779,700,14,4,22,0,0
T1761,Lucknow,Patna,2025-03-01,3,342,600,12,12,5,1,1
T7107,Chennai,Coimbatore,2025-03-01,15,794,600,12,12,28,1,0
T3869,Mumbai,Nagpur,2025-03-01,5,429,500,10,5,23,0,0
T1371,Ahmedabad,Pune,2025-03-01,1,311,700,14,9,0,0,0
T4053,Visakhapatnam,Patna,2025-03-01,16,696,500,10,11,27,0,0
T7427,Mumbai,Lucknow,2025-03-01,13,740,500,10,1,20,0,0
T1280,Chennai,Patna,2025-03-01,9,610,700,14,1,28,0,1
T7891,Indore,Bhopal,2025-03-01,0,843,600,12,11,26,0,0
T8068,Indore,Bhopal,2025-03-01,7,850,600,12,4,26,0,0
T6059,Ahmedabad,Tirupati,2025-03-01,7,273,800,16,11,5,0,0
T1857,Indore,Coimbatore,2025-03-01,1,295,500,10,11,26,1,0
T3735,Vijayawada,Lucknow,2025-03-01,15,643,700,14,10,22,1,0
T2548,Agra,Surat,2025-03-01,22,777,600,12,6,5,1,1
T6327,Surat,Bangalore,2025-03-01,4,462,800,16,8,0,0,0
T2944,Chennai,Tirupati,2025-03-01,20,246,800,16,6,19,1,1
T3228,Surat,Delhi,2025-03-01,18,747,600,12,6,27,1,0
T4251,Surat,Pune,2025-03-01,3,896,700,14,5,16,1,1
T5484,Chennai,Nagpur,2025-03-01,14,319,700,14,10,1,1,1
T2207,Bangalore,Hyderabad,2025-03-01,22,550,600,12,11,9,1,1
T8041,Ahmedabad,Bhopal,2025-03-01,20,585,600,12,9,27,0,0
T1842,Bangalore,Tirupati,2025-03-01,18,305,500,10,7,8,0,1
T3725,Ahmedabad,Surat,2025-03-01,22,398,800,16,7,30,1,0
T7474,Bhopal,Indore,2025-03-01,1,854,800,16,5,2,0,1
T2860,Agra,Bhopal,2025-03-01,6,310,700,14,1,2,1,1
T8854,Vijayawada,Nagpur,2025-03-01,7,815,800,16,12,20,0,0
T2240,Nagpur,Jaipur,2025-03-01,14,574,600,12,5,9,0,1
T9458,Ahmedabad,Hyderabad,2025-03-01,10,573,700,14,12,10,0,1
T3454,Bangalore,Hyderabad,2025-03-01,21,691,800,16,11,29,0,1
T9359,Chennai,Bhopal,2025-03-01,19,768,500,10,9,12,1,0
T2835,Surat,Delhi,2025-03-01,12,704,600,12,5,7,0,0
T5792,Agra,Delhi,2025-03-01,21,688,600,12,4,13,0,1
T8033,Patna,Jaipur,2025-03-01,1,530,500,10,6,28,1,1
T6860,Surat,Lucknow,2025-03-01,21,493,500,10,12,27,1,0
T9282,Bangalore,Surat,2025-03-01,6,400,500,10,7,2,0,0
T6033,Coimbatore,Indore,2025-03-01,14,515,800,16,6,10,1,0
T5874,Delhi,Chennai,2025-03-01,17,325,500,10,5,0,1,1
T6855,Ahmedabad,Chennai,2025-03-01,10,790,700,14,3,16,1,1
T1906,Kolkata,Agra,2025-03-01,19,493,500,10,2,5,0,1
T4002,Jaipur,Surat,2025-03-01,4,539,500,10,1,22,1,1
T4791,Tirupati,Agra,2025-03-01,18,427,700,14,6,10,1,0
T5731,Ahmedabad,Jaipur,2025-03-01,2,661,700,14,3,29,0,0
T1765,Lucknow,Patna,2025-03-01,12,257,600,12,1,12,1,0
T2286,Coimbatore,Indore,2025-03-01,14,596,600,12,7,7,0,1
T1815,Patna,Bangalore,2025-03-01,18,343,800,16,2,14,0,0
T9993,Coimbatore,Kolkata,2025-03-01,20,761,700,14,2,2,1,1
T5176,Chennai,Indore,2025-03-01,16,672,500,10,11,4,1,1
T1550,Visakhapatnam,Pune,2025-03-01,0,572,800,16,10,15,0,0
T1579,Agra,Hyderabad,2025-03-01,18,556,600,12,2,23,1,0
T6108,Hyderabad,Kolkata,2025-03-01,18,352,600,12,4,17,1,0
T6616,Hyderabad,Jaipur,2025-03-01,9,362,700,14,11,30,0,1
T3783,Visakhapatnam,Surat,2025-03-01,12,889,700,14,4,1,0,1
T5697,Bhopal,Bangalore,2025-03-01,5,876,700,14,7,24,1,0
T8574,Delhi,Bangalore,2025-03-01,3,206,800,16,3,6,1,0
T6848,Lucknow,Ahmedabad,2025-03-01,11,238,600,12,11,30,1,0
T3171,Mumbai,Jaipur,2025-03-01,10,792,600,12,2,5,1,1
T7132,Visakhapatnam,Patna,2025-03-01,6,705,700,14,5,17,0,0
T3191,Mumbai,Visakhapatnam,2025-03-01,4,446,700,14,10,17,0,0
T4533,Nagpur,Pune,2025-03-01,0,521,700,14,10,23,1,1
T8761,Mumbai,Coimbatore,2025-03-01,9,501,500,10,8,29,0,0
T7144,Indore,Tirupati,2025-03-01,5,823,800,16,9,18,1,0
T1373,Visakhapatnam,Hyderabad,2025-03-01,20,298,600,12,11,2,0,0
T8237,Delhi,Nagpur,2025-03-01,7,378,600,12,1,20,0,1
T2863,Lucknow,Visakhapatnam,2025-03-01,19,881,800,16,5,17,1,0
T8134,Lucknow,Jaipur,2025-03-01,18,436,600,12,2,30,0,1
T8826,Ahmedabad,Tirupati,2025-03-01,11,725,700,14,7,10,0,0
T7246,Bhopal,Agra,2025-03-01,16,849,800,16,5,29,1,0
T4530,Surat,Kolkata,2025-03-01,21,886,500,10,9,5,0,0
T8429,Visakhapatnam,Bangalore,2025-03-01,1,773,600,12,5,13,0,0
T3034,Hyderabad,Kolkata,2025-03-01,5,878,700,14,10,26,1,1
T9070,Ahmedabad,Chennai,2025-03-01,12,668,600,12,3,3,0,1
T8290,Vijayawada,Nagpur,2025-03-01,19,387,500,10,6,29,1,1
T7009,Delhi,Visakhapatnam,2025-03-01,3,750,600,12,6,12,0,0
T4470,Mumbai,Delhi,2025-03-01,13,264,600,12,3,22,1,1
T3865,Patna,Lucknow,2025-03-01,3,477,600,12,9,0,1,1
T2230,Bhopal,Patna,2025-03-01,10,543,800,16,4,1,1,1
T6662,Nagpur,Hyderabad,2025-03-01,14,347,700,14,10,28,0,0
T2554,Nagpur,Pune,2025-03-01,1,523,700,14,12,16,1,0
T3483,Chennai,Pune,2025-03-01,4,667,700,14,2,0,1,0
T3878,Jaipur,Bangalore,2025-03-01,6,842,600,12,7,21,1,1
T7872,Bhopal,Coimbatore,2025-03-01,10,561,700,14,7,7,1,1
T5547,Kolkata,Surat,2025-03-01,7,699,600,12,2,7,1,0
T7358,Coimbatore,Delhi,2025-03-01,10,828,600,12,3,8,1,0
T1892,Patna,Kolkata,2025-03-01,2,742,700,14,11,27,0,1
T3494,Patna,Bangalore,2025-03-01,18,236,700,14,3,1,1,1
T8573,Mumbai,Agra,2025-03-01,3,372,600,12,9,29,0,1
T5060,Vijayawada,Bangalore,2025-03-01,15,474,600,12,12,5,1,0
T5290,Delhi,Tirupati,2025-03-01,20,882,600,12,8,10,0,0
T8739,Lucknow,Chennai,2025-03-01,8,288,800,16,1,29,0,1
T4698,Bhopal,Jaipur,2025-03-01,14,673,700,14,4,26,1,1
T6357,Vijayawada,Visakhapatnam,2025-03-01,19,207,600,12,7,7,1,1
T1174,Pune,Delhi,2025-03-01,4,778,700,14,11,22,0,1
T8110,Hyderabad,Visakhapatnam,2025-03-01,2,336,600,12,7,5,0,0
T2118,Chennai,Agra,2025-03-01,6,900,700,14,8,8,1,0
T9741,Hyderabad,Pune,2025-03-01,8,762,600,12,3,25,0,1
T4578,Coimbatore,Lucknow,2025-03-01,16,819,800,16,3,19,0,0
T5931,Bhopal,Surat,2025-03-01,11,373,500,10,9,16,1,0
T9246,Tirupati,Delhi,2025-03-01,11,536,500,10,3,23,1,1
T2680,Hyderabad,Coimbatore,2025-03-01,20,455,500,10,9,3,0,0
T2877,Chennai,Patna,2025-03-01,11,808,500,10,3,5,1,1
T3162,Bhopal,Vijayawada,2025-03-01,0,725,800,16,4,17,1,0
T6126,Jaipur,Coimbatore,2025-03-01,11,314,800,16,11,12,1,0
T8187,Patna,Kolkata,2025-03-01,3,711,800,16,4,2,1,0
T8277,Indore,Pune,2025-03-01,8,808,700,14,1,1,1,0
T3783,Hyderabad,Delhi,2025-03-01,18,683,800,16,3,14,1,0
T9653,Bangalore,Jaipur,2025-03-01,8,696,700,14,5,4,1,0
T8056,Bangalore,Delhi,2025-03-01,5,712,800,16,1,7,1,1
T9843,Nagpur,Agra,2025-03-01,23,480,600,12,10,3,1,0
T1460,Bangalore,Jaipur,2025-03-01,4,814,700,14,12,23,1,1
T7502,Agra,Delhi,2025-03-01,13,576,800,16,5,3,0,1
T2037,Patna,Visakhapatnam,2025-03-01,3,885,700,14,9,27,1,1
T2200,Bhopal,Lucknow,2025-03-01,19,847,600,12,6,0,0,0
T9881,Ahmedabad,Tirupati,2025-03-01,20,625,600,12,2,23,0,0
T6034,Surat,Ahmedabad,2025-03-01,6,467,500,10,12,23,1,0
T3101,Coimbatore,Agra,2025-03-01,15,482,800,16,8,27,0,0
T4280,Pune,Bhopal,2025-03-01,1,259,500,10,3,12,0,1
T7287,Nagpur,Delhi,2025-03-01,6,639,700,14,5,29,0,0
T8489,Coimbatore,Chennai,2025-03-01,18,521,500,10,11,20,0,1
T1771,Kolkata,Visakhapatnam,2025-03-01,13,869,800,16,8,19,1,0
T1939,Vijayawada,Hyderabad,2025-03-01,3,269,800,16,10,15,0,0
T9371,Nagpur,Ahmedabad,2025-03-01,14,246,500,10,9,16,1,0
T2846,Surat,Delhi,2025-03-01,15,770,500,10,3,15,1,1
T6840,Mumbai,Indore,2025-03-01,6,433,600,12,5,4,1,1
T8340,Chennai,Nagpur,2025-03-01,14,268,700,14,8,14,1,0
T1417,Mumbai,Bangalore,2025-03-01,19,640,800,16,12,25,0,0
T9622,Ahmedabad,Mumbai,2025-03-01,15,503,700,14,6,0,0,1
T9154,Bangalore,Visakhapatnam,2025-03-01,16,812,800,16,2,2,1,1
T5089,Ahmedabad,Delhi,2025-03-01,5,324,800,16,8,17,1,1
T9358,Lucknow,Agra,2025-03-01,14,744,800,16,6,7,1,0
T4126,Bangalore,Ahmedabad,2025-03-01,21,887,600,12,3,16,0,0
T9845,Delhi,Tirupati,2025-03-01,3,487,700,14,10,2,0,1
T6084,Agra,Bhopal,2025-03-01,11,507,700,14,4,25,1,1
T6493,Lucknow,Jaipur,2025-03-01,8,614,500,10,11,19,1,0
T6412,Mumbai,Ahmedabad,2025-03-01,5,416,600,12,1,25,0,0
T5528,Patna,Chennai,2025-03-01,21,381,800,16,8,26,1,1
T2463,Lucknow,Coimbatore,2025-03-01,5,231,700,14,8,13,1,0
T1105,Patna,Ahmedabad,2025-03-01,18,835,800,16,8,11,0,0
T5298,Surat,Lucknow,2025-03-01,6,837,600,12,11,24,1,1
T7183,Jaipur,Agra,2025-03-01,4,729,800,16,9,6,0,0
T5683,Delhi,Kolkata,2025-03-01,8,663,600,12,5,11,1,0
T6213,Coimbatore,Mumbai,2025-03-01,22,372,800,16,1,30,0,1
T5545,Kolkata,Visakhapatnam,2025-03-01,7,261,600,12,2,8,1,1
T4271,Pune,Visakhapatnam,2025-03-01,15,205,500,10,9,27,1,0
T2408,Agra,Vijayawada,2025-03-01,18,215,500,10,1,26,0,0
T8031,Tirupati,Kolkata,2025-03-01,20,737,700,14,6,17,0,0
T4288,Pune,Patna,2025-03-01,20,469,500,10,4,28,1,0
T4651,Visakhapatnam,Coimbatore,2025-03-01,10,704,500,10,1,13,0,0
T6940,Ahmedabad,Bhopal,2025-03-01,9,555,500,10,12,8,0,0
T3205,Hyderabad,Ahmedabad,2025-03-01,7,800,500,10,3,28,1,1
T6391,Tirupati,Pune,2025-03-01,9,732,600,12,12,1,0,1
T7161,Kolkata,Visakhapatnam,2025-03-01,23,393,800,16,7,5,0,1
T3360,Vijayawada,Agra,2025-03-01,2,377,700,14,6,11,1,1
T4428,Pune,Ahmedabad,2025-03-01,20,346,600,12,11,29,1,1
T7799,Surat,Bangalore,2025-03-01,1,460,700,14,4,30,0,0
T8581,Chennai,Hyderabad,2025-03-01,1,388,700,14,2,2,1,0
T3957,Pune,Chennai,2025-03-01,2,842,600,12,3,10,0,1
T2085,Indore,Bhopal,2025-03-01,17,829,600,12,8,16,1,0
T7898,Ahmedabad,Jaipur,2025-03-01,12,232,500,10,9,11,1,0
T7343,Indore,Visakhapatnam,2025-03-01,3,216,700,14,1,21,0,0
T5781,Visakhapatnam,Surat,2025-03-01,6,804,500,10,5,2,0,1
T9302,Chennai,Lucknow,2025-03-01,12,355,500,10,1,28,1,1
T6068,Vijayawada,Coimbatore,2025-03-01,4,330,800,16,11,3,1,0
T4280,Surat,Visakhapatnam,2025-03-01,4,368,600,12,4,5,1,1
T7761,Vijayawada,Ahmedabad,2025-03-01,8,628,500,10,11,18,1,1
T3659,Tirupati,Bangalore,2025-03-01,1,728,700,14,9,8,1,1
T8056,Bangalore,Delhi,2025-03-01,3,727,700,14,7,12,0,0
T6711,Vijayawada,Jaipur,2025-03-01,1,283,500,10,6,21,1,1
T8535,Vijayawada,Jaipur,2025-03-01,23,673,600,12,1,27,1,1
T7624,Hyderabad,Coimbatore,2025-03-01,21,237,500,10,7,0,0,1
T7451,Agra,Coimbatore,2025-03-01,15,292,700,14,3,14,0,0
T4527,Hyderabad,Bangalore,2025-03-01,20,802,800,16,6,10,1,1
T8451,Chennai,Pune,2025-03-01,0,323,700,14,2,11,1,1
T4178,Nagpur,Coimbatore,2025-03-01,15,875,600,12,1,20,1,1
T5031,Coimbatore,Kolkata,2025-03-01,21,640,800,16,9,21,0,1
T4043,Vijayawada,Delhi,2025-03-01,23,352,600,12,10,29,1,0
T4308,Tirupati,Jaipur,2025-03-01,14,569,700,14,1,19,1,0
T9773,Nagpur,Delhi,2025-03-01,12,620,500,10,6,4,0,0
T4629,Indore,Chennai,2025-03-01,15,383,500,10,6,5,1,0
T8713,Lucknow,Indore,2025-03-01,18,640,600,12,5,19,0,0
T2971,Lucknow,Ahmedabad,2025-03-01,6,664,600,12,8,7,0,0
T2347,Coimbatore,Bhopal,2025-03-01,8,816,500,10,6,29,0,1
T5696,Bhopal,Lucknow,2025-03-01,20,431,700,14,9,24,1,0
T9038,Indore,Nagpur,2025-03-01,8,763,600,12,9,16,1,1
T7265,Jaipur,Mumbai,2025-03-01,16,427,700,14,6,9,1,1
T6150,Pune,Visakhapatnam,2025-03-01,2,567,600,12,4,1,1,1
T1258,Bhopal,Delhi,2025-03-01,9,790,600,12,5,4,0,0
T3542,Hyderabad,Kolkata,2025-03-01,16,796,700,14,10,26,1,1
T4974,Chennai,Patna,2025-03-01,19,307,800,16,5,27,1,1
T4783,Surat,Kolkata,2025-03-01,7,317,500,10,11,20,1,0
T6889,Kolkata,Lucknow,2025-03-01,8,252,800,16,3,14,1,0
T6621,Indore,Delhi,2025-03-01,8,419,600,12,9,21,0,0
T2904,Patna,Visakhapatnam,2025-03-01,11,435,700,14,9,17,0,1
T9550,Kolkata,Jaipur,2025-03-01,14,394,800,16,9,6,1,1
T6102,Nagpur,Coimbatore,2025-03-01,6,388,800,16,5,17,0,0
T6294,Agra,Indore,2025-03-01,23,747,800,16,4,21,1,0
T8593,Chennai,Indore,2025-03-01,9,518,600,12,6,16,1,1
T5374,Kolkata,Delhi,2025-03-01,2,614,600,12,12,29,0,0
T8499,Jaipur,Nagpur,2025-03-01,22,527,700,14,2,5,0,0
T2263,Visakhapatnam,Ahmedabad,2025-03-01,4,767,600,12,11,13,0,1
T5708,Agra,Coimbatore,2025-03-01,21,813,800,16,4,20,1,0
T8507,Hyderabad,Jaipur,2025-03-01,16,324,800,16,10,15,0,1
T4322,Surat,Coimbatore,2025-03-01,2,377,600,12,8,5,1,0
T8388,Visakhapatnam,Ahmedabad,2025-03-01,0,476,800,16,11,13,1,1
T6284,Nagpur,Delhi,2025-03-01,3,349,800,16,5,0,1,1
T8112,Bhopal,Jaipur,2025-03-01,10,346,800,16,4,18,1,0
T5093,Nagpur,Indore,2025-03-01,8,205,800,16,3,30,1,1
T8279,Visakhapatnam,Hyderabad,2025-03-01,1,585,800,16,4,9,1,1
T6892,Mumbai,Bhopal,2025-03-01,1,447,800,16,6,26,0,0
T3639,Vijayawada,Bhopal,2025-03-01,13,281,500,10,5,3,0,0
T8217,Bhopal,Delhi,2025-03-01,17,456,600,12,5,6,1,0
T1738,Pune,Hyderabad,2025-03-01,20,256,800,16,11,19,1,1
T1789,Agra,Coimbatore,2025-03-01,14,385,600,12,11,16,0,0
T2104,Surat,Agra,2025-03-01,16,816,500,10,12,20,1,0
T5365,Kolkata,Tirupati,2025-03-01,2,811,500,10,7,22,0,0
T6726,Delhi,Bangalore,2025-03-01,21,576,500,10,5,10,0,0
T2098,Surat,Coimbatore,2025-03-01,7,882,800,16,11,28,0,0
T7940,Patna,Pune,2025-03-01,2,323,600,12,11,23,0,0
T1146,Nagpur,Chennai,2025-03-01,1,201,600,12,6,11,1,0
T3285,Kolkata,Patna,2025-03-01,12,719,700,14,9,6,1,1
T9792,Mumbai,Visakhapatnam,2025-03-01,7,248,500,10,5,27,0,0
T8429,Surat,Indore,2025-03-01,7,377,500,10,5,14,0,1
T3089,Indore,Jaipur,2025-03-01,23,854,800,16,3,24,1,1
T2256,Nagpur,Mumbai,2025-03-01,4,847,700,14,10,17,0,1
T5049,Bangalore,Nagpur,2025-03-01,8,736,700,14,3,13,1,0
T7158,Bangalore,Delhi,2025-03-01,22,209,800,16,6,19,1,0
T2628,Kolkata,Vijayawada,2025-03-01,13,775,800,16,12,12,1,1
T2325,Mumbai,Indore,2025-03-01,5,287,700,14,9,0,1,0
T6137,Agra,Coimbatore,2025-03-01,7,765,800,16,5,19,0,1
T4209,Indore,Patna,2025-03-01,12,262,600,12,3,12,1,1
T3369,Coimbatore,Agra,2025-03-01,17,885,500,10,12,13,1,0
T9970,Delhi,Pune,2025-03-01,15,719,800,16,12,18,1,0
T4996,Coimbatore,Bangalore,2025-03-01,19,320,500,10,7,12,0,0
T2113,Bhopal,Chennai,2025-03-01,6,814,600,12,10,23,0,1
T8457,Nagpur,Vijayawada,2025-03-01,5,838,700,14,4,5,1,0
T2283,Chennai,Ahmedabad,2025-03-01,23,788,500,10,9,20,0,0
T7272,Vijayawada,Patna,2025-03-01,6,417,700,14,6,3,1,1
T8309,Chennai,Bhopal,2025-03-01,13,339,500,10,3,5,1,1
T1177,Tirupati,Kolkata,2025-03-01,12,335,700,14,11,15,0,1
T6801,Lucknow,Bangalore,2025-03-01,21,779,600,12,8,4,1,0
T6662,Pune,Agra,2025-03-01,10,829,600,12,9,7,1,0
T2247,Pune,Bhopal,2025-03-01,8,453,600,12,4,10,0,0
T3423,Tirupati,Visakhapatnam,2025-03-01,19,808,500,10,3,28,1,0
T6314,Surat,Ahmedabad,2025-03-01,7,805,600,12,5,13,1,1
T9844,Nagpur,Delhi,2025-03-01,7,680,700,14,4,19,0,0
T3355,Ahmedabad,Chennai,2025-03-01,11,425,600,12,9,0,0,1
T1655,Coimbatore,Indore,2025-03-01,19,274,600,12,1,27,0,1
T5098,Agra,Pune,2025-03-01,15,851,800,16,11,8,0,1
T1645,Lucknow,Bhopal,2025-03-01,10,492,800,16,9,3,0,0
T4808,Bhopal,Patna,2025-03-01,3,476,600,12,8,20,0,0
T2477,Mumbai,Agra,2025-03-01,12,535,700,14,7,24,0,0
T1837,Delhi,Tirupati,2025-03-01,18,895,800,16,4,17,0,1
T6098,Indore,Pune,2025-03-01,17,709,700,14,7,13,1,1
T6726,Tirupati,Bangalore,2025-03-01,11,315,500,10,2,17,0,1
T8183,Jaipur,Lucknow,2025-03-01,15,235,500,10,7,1,0,0
T8096,Patna,Bhopal,2025-03-01,15,747,700,14,9,30,1,0
T5768,Lucknow,Pune,2025-03-01,23,683,500,10,2,22,0,0
T7811,Mumbai,Bangalore,2025-03-01,2,610,600,12,5,3,0,0
T5213,Tirupati,Vijayawada,2025-03-01,18,662,500,10,10,20,0,0
T1368,Delhi,Ahmedabad,2025-03-01,18,635,600,12,3,10,0,0
T5321,Nagpur,Lucknow,2025-03-01,18,818,600,12,1,6,0,1
T8314,Mumbai,Kolkata,2025-03-01,10,430,500,10,10,10,0,0
T1399,Tirupati,Bangalore,2025-03-01,11,878,800,16,10,17,1,1
T2817,Nagpur,Tirupati,2025-03-01,5,297,600,12,2,22,1,1
T4785,Hyderabad,Visakhapatnam,2025-03-01,9,823,500,10,6,20,1,0
T2847,Tirupati,Mumbai,2025-03-01,7,742,700,14,9,23,0,0
T2144,Jaipur,Tirupati,2025-03-01,23,207,600,12,11,5,1,1
T8534,Surat,Kolkata,2025-03-01,10,816,500,10,9,26,0,0
T2276,Kolkata,Lucknow,2025-03-01,8,731,700,14,12,5,1,0
T8682,Lucknow,Delhi,2025-03-01,4,303,600,12,8,26,1,1
T8847,Indore,Chennai,2025-03-01,16,538,500,10,5,30,1,1
T7955,Coimbatore,Ahmedabad,2025-03-01,0,570,600,12,8,28,0,1
T1297,Bangalore,Delhi,2025-03-01,22,233,500,10,9,24,0,1
T4939,Lucknow,Delhi,2025-03-01,23,580,700,14,11,2,1,1
T1932,Bhopal,Bangalore,2025-03-01,6,767,600,12,2,0,0,0
T4020,Patna,Visakhapatnam,2025-03-01,4,822,700,14,4,11,1,0
T6228,Bhopal,Mumbai,2025-03-01,12,851,700,14,2,21,1,1
T2706,Ahmedabad,Kolkata,2025-03-01,11,751,800,16,7,25,0,0
T1860,Bangalore,Bhopal,2025-03-01,2,851,500,10,10,14,0,0
T6009,Kolkata,Pune,2025-03-01,3,864,800,16,7,3,0,1
T8218,Bangalore,Visakhapatnam,2025-03-01,22,816,700,14,1,12,1,1
T9835,Pune,Lucknow,2025-03-01,12,791,700,14,5,18,1,0
T4690,Lucknow,Hyderabad,2025-03-01,3,338,700,14,9,27,1,0
T5533,Mumbai,Nagpur,2025-03-01,22,486,800,16,8,17,1,0
T6367,Pune,Mumbai,2025-03-01,3,246,700,14,5,14,0,0
T5664,Nagpur,Delhi,2025-03-01,13,646,700,14,8,22,0,0
T4839,Nagpur,Vijayawada,2025-03-01,14,643,800,16,10,8,0,0
T6670,Surat,Lucknow,2025-03-01,18,441,800,16,7,11,0,1
T8592,Visakhapatnam,Agra,2025-03-01,6,418,700,14,12,7,0,0
T3575,Pune,Hyderabad,2025-03-01,12,742,500,10,6,15,0,0
T6123,Surat,Kolkata,2025-03-01,7,314,500,10,4,18,0,1
T1371,Nagpur,Coimbatore,2025-03-01,15,752,800,16,11,11,0,0
T8675,Mumbai,Chennai,2025-03-01,2,681,600,12,9,13,0,1
T3350,Coimbatore,Delhi,2025-03-01,14,735,800,16,10,22,0,1
T2796,Ahmedabad,Coimbatore,2025-03-01,11,587,800,16,6,26,0,1
